,year,mileage,engineSize,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol,price
956,2017,40355,2.0,1,0,0,0,0,0,0,1,20799
957,2019,999,2.0,1,0,0,0,1,0,0,0,31999
958,2019,999,2.0,1,0,0,0,1,0,0,0,31995
959,2019,8439,2.0,1,0,0,0,1,0,0,0,28880
960,2017,36368,2.1,0,0,0,1,1,0,0,0,15450
961,2019,13071,1.5,1,0,0,0,0,0,0,1,19995
962,2019,6805,2.0,0,0,0,1,0,0,0,1,31799
963,2019,15312,2.0,0,0,0,1,1,0,0,0,23295
964,2017,39413,2.1,1,0,0,0,1,0,0,0,18358
965,2019,2900,2.0,1,0,0,0,1,0,0,0,31009
966,2019,1664,2.0,1,0,0,0,1,0,0,0,29903
967,2019,4374,1.5,0,0,0,1,0,0,0,1,22995
968,2019,2065,2.0,1,0,0,0,1,0,0,0,30845
969,2019,168,3.0,1,0,0,0,0,0,0,1,46755
970,2019,1550,2.0,1,0,0,0,1,0,0,0,30675
971,2016,43559,2.1,0,0,0,1,1,0,0,0,16215
972,2019,14203,1.5,0,0,0,1,0,0,0,1,19394
973,2016,18998,2.0,0,0,0,1,0,0,0,1,21995
974,2017,32000,2.1,0,0,0,1,1,0,0,0,19545
975,2017,30000,1.6,0,0,0,1,1,0,0,0,18750
976,2017,14800,2.1,0,0,0,1,1,0,0,0,20995
977,2015,15000,2.1,0,1,0,0,1,0,0,0,16995
978,2017,23479,2.0,0,0,0,1,0,0,0,1,23890
979,2016,36077,2.1,1,0,0,0,1,0,0,0,18249
980,2017,30200,2.1,0,0,0,1,1,0,0,0,22479
981,2019,11135,1.5,1,0,0,0,0,0,0,1,23825
982,2017,69791,2.1,0,0,0,1,0,1,0,0,17973
983,2016,28500,2.1,0,0,0,1,1,0,0,0,16991
984,2019,2055,3.0,0,0,0,1,0,0,0,1,38596
985,2019,12585,2.0,1,0,0,0,1,0,0,0,28382
986,2019,14923,2.0,1,0,0,0,1,0,0,0,24626
987,2019,5044,2.0,1,0,0,0,1,0,0,0,28896
988,2018,4368,1.5,1,0,0,0,0,0,0,1,23500
989,2019,12725,1.5,1,0,0,0,0,0,0,1,26995
990,2018,15922,2.1,1,0,0,0,1,0,0,0,21500
991,2018,14788,1.5,1,0,0,0,0,0,0,1,24750
992,2019,7546,2.0,1,0,0,0,0,0,0,1,31650
993,2017,15500,2.1,1,0,0,0,1,0,0,0,17750
994,2016,17560,2.0,0,0,0,1,0,0,0,1,19995
995,2019,6902,1.5,1,0,0,0,0,0,0,1,26500
996,2017,38545,3.0,1,0,0,0,0,0,0,1,31692
997,2016,26673,2.1,0,0,0,1,1,0,0,0,22999
998,2018,11209,2.0,0,0,0,1,1,0,0,0,26995
999,2017,20362,2.1,1,0,0,0,1,0,0,0,22995
1000,2017,14952,2.0,1,0,0,0,0,0,0,1,23995
1001,2017,12505,2.1,0,0,0,1,1,0,0,0,20495
1002,2016,28304,1.6,0,0,0,1,1,0,0,0,16495
1003,2017,13400,2.0,0,0,0,1,0,0,0,1,20495
1004,2019,5999,2.0,1,0,0,0,0,0,0,1,31276
1005,2018,11847,2.0,1,0,0,0,1,0,0,0,27832
1006,2017,67665,2.1,1,0,0,0,1,0,0,0,16202
1007,2017,58687,2.1,1,0,0,0,1,0,0,0,16442
1008,2019,4216,2.0,1,0,0,0,0,0,0,1,31650
1009,2016,15664,2.0,1,0,0,0,0,0,0,1,21750
1010,2013,47334,2.1,0,0,0,1,1,0,0,0,8991
1011,2017,32434,2.1,0,0,0,1,1,0,0,0,16491
1012,2019,2000,1.5,0,0,0,1,0,0,0,1,25695
1013,2020,100,2.0,0,0,0,1,1,0,0,0,29999
1014,2018,16132,2.0,1,0,0,0,1,0,0,0,26690
1015,2019,13275,2.0,1,0,0,0,1,0,0,0,25990
1016,2015,44012,2.1,0,0,0,1,1,0,0,0,15849
1017,2016,18246,2.0,0,0,0,1,0,0,0,1,17999
1018,2018,11468,2.0,0,0,0,1,0,0,0,1,19998
1019,2015,43120,2.1,1,0,0,0,1,0,0,0,15990
1020,2018,31639,2.0,0,0,0,1,1,0,0,0,21960
1021,2016,21821,2.1,1,0,0,0,1,0,0,0,16960
1022,2015,49910,2.1,0,0,0,1,1,0,0,0,17441
1023,2017,13500,3.0,0,0,0,1,0,0,0,1,31741
1024,2013,66419,1.6,0,0,0,1,0,0,0,1,9991
1025,2019,13852,2.0,0,0,0,1,1,0,0,0,25122
1026,2017,36047,2.1,1,0,0,0,1,0,0,0,19762
1027,2018,26723,2.1,1,0,0,0,1,0,0,0,23456
1028,2019,237,4.0,1,0,0,0,0,0,0,1,67940
1029,2017,15958,3.0,1,0,0,0,0,0,0,1,27526
1030,2015,46522,1.6,0,0,0,1,1,0,0,0,16122
1031,2019,7226,2.0,1,0,0,0,1,0,0,0,41870
1032,2016,9443,2.0,0,0,0,1,0,0,0,1,22991
1033,2017,25048,3.0,1,0,0,0,0,0,0,1,28672
1034,2015,46500,2.1,0,0,0,1,1,0,0,0,12980
1035,2017,26675,2.1,0,0,0,1,1,0,0,0,20990
1036,2018,11387,2.0,1,0,0,0,1,0,0,0,23990
1037,2019,15257,1.5,1,0,0,0,0,0,0,1,23990
1038,2019,14271,1.5,1,0,0,0,0,0,0,1,23990
1039,2019,4693,1.5,1,0,0,0,0,0,0,1,23290
1040,2018,12220,1.5,1,0,0,0,0,0,0,1,23990
1041,2019,17743,2.0,0,0,0,1,1,0,0,0,28990
1042,2018,8400,2.0,1,0,0,0,1,0,0,0,27990
1043,2019,12043,2.0,0,0,0,1,1,0,0,0,26990
1044,2018,12298,1.5,1,0,0,0,0,0,0,1,25990
1045,2019,12986,2.0,1,0,0,0,1,0,0,0,29990
1046,2016,51300,2.1,0,0,0,1,1,0,0,0,17990
1047,2017,19627,2.0,0,0,0,1,0,0,0,1,17990
1048,2017,23183,2.1,1,0,0,0,1,0,0,0,23290
1049,2017,34587,2.1,1,0,0,0,1,0,0,0,22290
1050,2013,39187,1.6,0,1,0,0,0,0,0,1,9991
1051,2016,29446,2.0,1,0,0,0,0,0,0,1,17991
1052,2018,13558,1.5,1,0,0,0,0,0,0,1,22032
1053,2018,10025,2.0,0,0,0,1,0,0,0,1,28342
1054,2018,8786,2.0,0,0,0,1,1,0,0,0,28752
1055,2019,14141,1.5,1,0,0,0,0,0,0,1,23995
1056,2017,36152,2.0,0,0,0,1,0,0,0,1,18299
1057,2019,13896,1.5,0,0,0,1,0,0,0,1,25499
1058,2019,5283,2.0,1,0,0,0,1,0,0,0,29999
1059,2019,3218,1.6,0,0,0,1,1,0,0,0,26999
1060,2019,11159,2.0,0,0,0,1,1,0,0,0,30499
1061,2019,7508,2.0,1,0,0,0,1,0,0,0,25799
1062,2017,9198,2.0,0,0,0,1,0,0,0,1,18999
1063,2019,4233,2.0,0,0,0,1,1,0,0,0,31299
1064,2019,7945,1.6,0,0,0,1,0,0,0,1,25390
1065,2019,5542,1.6,0,0,0,1,0,0,0,1,24290
1066,2019,5376,3.0,1,0,0,0,0,0,0,1,35991
1067,2019,2910,2.0,1,0,0,0,1,0,0,0,35791
1068,2018,28801,2.1,0,0,0,1,1,0,0,0,26492
1069,2020,1000,2.0,0,0,0,1,1,0,0,0,33991
1070,2020,1000,2.0,0,0,0,1,1,0,0,0,40991
1071,2020,1000,2.0,0,0,0,1,0,0,0,1,34991
1072,2015,27276,2.0,0,0,0,1,0,0,0,1,18736
1073,2019,3592,2.0,1,0,0,0,0,0,0,1,30492
1074,2019,5111,2.0,1,0,0,0,0,0,0,1,27616
1075,2016,49101,2.0,0,0,0,1,0,0,0,1,14441
1076,2019,2638,1.5,1,0,0,0,0,0,0,1,26396
1077,2016,17109,2.1,0,0,0,1,1,0,0,0,21502
1078,2016,24420,2.0,0,0,0,1,0,0,0,1,25932
1079,2017,22914,3.0,0,0,0,1,0,0,0,1,32552
1080,2019,3010,2.0,1,0,0,0,1,0,0,0,31499
1081,2019,5184,1.5,1,0,0,0,0,0,0,1,21749
1082,2019,4505,2.0,1,0,0,0,1,0,0,0,28995
1083,2018,2077,1.6,1,0,0,0,1,0,0,0,19995
1084,2019,100,1.5,1,0,0,0,0,0,0,1,36995
1085,2019,3147,2.0,1,0,0,0,1,0,0,0,37250
1086,2016,24909,1.6,1,0,0,0,1,0,0,0,16750
1087,2018,14876,2.0,1,0,0,0,0,0,0,1,23995
1088,2017,50232,2.1,0,0,0,1,1,0,0,0,20490
1089,2019,800,3.0,0,0,0,1,0,0,0,1,48990
1090,2019,2600,2.0,1,0,0,0,1,0,0,0,32490
1091,2020,100,2.0,0,0,0,1,1,0,0,0,33990
1092,2019,5000,1.6,1,0,0,0,0,0,0,1,28990
1093,2019,2750,3.0,1,0,0,0,0,0,0,1,46390
1094,2019,2750,2.0,1,0,0,0,1,0,0,0,37990
1095,2019,100,2.0,1,0,0,0,1,0,0,0,31990
1096,2016,13020,2.0,1,0,0,0,0,0,0,1,17590
1097,2016,22090,2.1,0,0,0,1,1,0,0,0,17750
1098,2017,33964,2.1,0,0,0,1,1,0,0,0,16860
1099,2015,63955,2.1,1,0,0,0,1,0,0,0,13100
1100,2016,37956,2.0,0,0,0,1,0,1,0,0,19000
1101,2017,17125,2.0,0,0,0,1,0,0,0,1,23000
1102,2018,43288,2.1,0,0,0,1,1,0,0,0,19995
1103,2017,20070,2.1,0,0,0,1,1,0,0,0,19000
1104,2016,25441,2.0,0,0,0,1,0,1,0,0,18790
1105,2018,28629,2.1,1,0,0,0,1,0,0,0,18700
1106,2019,4999,2.0,1,0,0,0,1,0,0,0,31999
1107,2019,4999,1.5,1,0,0,0,0,0,0,1,30999
1108,2019,4999,2.0,1,0,0,0,1,0,0,0,32495
1109,2019,2767,2.0,1,0,0,0,1,0,0,0,32499
1110,2019,4300,3.0,1,0,0,0,0,0,0,1,38999
1111,2019,3489,1.6,1,0,0,0,0,0,0,1,28799
1112,2017,38471,2.1,0,0,0,1,1,0,0,0,22995
1113,2019,14822,1.5,0,0,0,1,0,0,0,1,24999
1114,2019,11574,1.5,1,0,0,0,0,0,0,1,24999
1115,2017,25876,2.1,1,0,0,0,1,0,0,0,23295
1116,2019,7992,2.0,0,0,0,1,1,0,0,0,31995
1117,2019,6700,2.0,0,0,0,1,1,0,0,0,28999
1118,2016,46080,2.1,0,0,0,1,1,0,0,0,21133
1119,2019,20,1.5,1,0,0,0,0,0,0,1,31990
1120,2019,3000,2.0,1,0,0,0,1,0,0,0,34790
1121,2019,14651,1.5,1,0,0,0,0,0,0,1,23499
1122,2018,5386,2.1,0,0,0,1,1,0,0,0,27991
1123,2019,6664,2.0,1,0,0,0,1,0,0,0,36791
1124,2019,6325,1.5,1,0,0,0,0,0,0,1,33790
1125,2019,3700,2.0,1,0,0,0,1,0,0,0,39790
1126,2019,1765,1.5,1,0,0,0,0,0,0,1,36791
1127,2016,26483,2.1,0,0,0,1,1,0,0,0,21991
1128,2019,10218,1.5,0,0,0,1,0,0,0,1,23410
1129,2019,9169,1.5,0,0,0,1,0,0,0,1,23250
1130,2020,1173,2.0,0,0,0,1,1,0,0,0,39991
1131,2017,13567,2.1,1,0,0,0,1,0,0,0,22052
1132,2017,13919,2.1,0,0,0,1,1,0,0,0,22495
1133,2019,7868,1.6,0,0,0,1,1,0,0,0,25995
1134,2019,14755,1.5,0,0,0,1,0,0,0,1,23900
1135,2019,1342,2.0,0,0,0,1,0,0,0,1,29900
1136,2019,11838,3.0,0,0,0,1,0,0,0,1,39400
1137,2019,11723,2.0,0,0,0,1,1,0,0,0,27400
1138,2019,3579,2.0,0,0,0,1,0,0,0,1,32900
1139,2020,3478,2.0,0,0,0,1,0,0,0,1,34900
1140,2016,9870,1.6,0,1,0,0,1,0,0,0,15900
1141,2018,15900,2.0,0,0,0,1,0,0,0,1,20690
1142,2019,5059,2.0,0,0,0,1,1,0,0,0,29775
1143,2019,13002,2.0,1,0,0,0,1,0,0,0,22956
1144,2019,12838,2.0,0,0,0,1,1,0,0,0,27992
1145,2019,12695,1.5,0,0,0,1,0,0,0,1,25316
1146,2019,5578,1.6,0,0,0,1,1,0,0,0,27086
1147,2019,6389,2.0,0,0,0,1,1,0,0,0,27776
1148,2017,18390,2.0,0,0,0,1,0,0,0,1,18491
1149,2019,1786,2.0,1,0,0,0,1,0,0,0,30181
1150,2018,7351,2.0,1,0,0,0,0,0,0,1,23480
1151,2019,15133,2.0,1,0,0,0,1,0,0,0,22678
1152,2019,3299,2.0,0,0,0,1,0,0,0,1,29480
1153,2018,12397,2.1,1,0,0,0,1,0,0,0,24546
1154,2019,6063,1.5,1,0,0,0,0,0,0,1,24295
1155,2017,43000,2.1,0,0,0,1,1,0,0,0,19995
1156,2017,20000,2.1,0,0,0,1,1,0,0,0,22995
1157,2019,4510,2.0,0,0,0,1,1,0,0,0,26076
1158,2018,14157,2.0,0,0,0,1,1,0,0,0,27872
1159,2018,6721,1.5,0,0,0,1,0,0,0,1,21342
1160,2019,9156,2.0,0,0,0,1,1,0,0,0,25980
1161,2019,11923,2.0,0,0,0,1,1,0,0,0,26280
1162,2019,22000,2.0,0,0,0,1,1,0,0,0,26795
1163,2020,30,2.0,0,0,0,1,1,0,0,0,33995
1164,2019,14682,1.5,0,0,0,1,0,0,0,1,25400
1165,2019,21481,1.5,0,0,0,1,0,0,0,1,22900
1166,2020,213,2.0,0,0,0,1,1,0,0,0,33400
1167,2019,1416,2.0,0,0,0,1,0,0,0,1,28900
1168,2018,23831,2.1,0,0,0,1,1,0,0,0,22900
1169,2019,6828,2.0,0,0,0,1,0,0,0,1,29995
1170,2019,11810,2.0,0,0,0,1,1,0,0,0,30910
1171,2017,26000,2.1,0,0,0,1,0,1,0,0,20991
1172,2017,12586,2.1,0,0,0,1,1,0,0,0,24132
1173,2019,3498,2.0,1,0,0,0,1,0,0,0,36991
1174,2019,1808,1.6,0,0,0,1,1,0,0,0,28706
1175,2017,16212,2.0,0,0,0,1,0,0,0,1,25402
1176,2015,21123,2.1,0,0,0,1,1,0,0,0,22402
1177,2017,20142,2.1,1,0,0,0,1,0,0,0,23952
1178,2016,55877,2.1,0,0,0,1,1,0,0,0,17443
1179,2018,26765,2.1,0,0,0,1,1,0,0,0,18700
1180,2019,16281,1.5,1,0,0,0,0,0,0,1,25446
1181,2019,5526,1.5,1,0,0,0,0,0,0,1,22444
1182,2016,34587,3.0,1,0,0,0,0,0,0,1,31342
1183,2017,23378,2.1,1,0,0,0,1,0,0,0,23056
1184,2015,33350,2.1,1,0,0,0,1,0,0,0,16732
1185,2018,11259,2.1,1,0,0,0,1,0,0,0,22805
1186,2017,23114,2.1,0,0,0,1,1,0,0,0,21700
1187,2016,51218,4.0,0,0,0,1,0,0,0,1,30480
1188,2020,4462,3.0,0,0,0,1,0,0,0,1,47980
1189,2018,3900,2.1,0,0,0,1,1,0,0,0,22498
1190,2016,69564,2.1,0,0,0,1,1,0,0,0,16452
1191,2018,25111,2.0,0,0,0,1,0,0,0,1,23781
1192,2015,39000,2.1,0,0,0,1,1,0,0,0,19995
1193,2018,8294,3.0,0,0,0,1,0,0,0,1,34995
1194,2017,16386,4.0,1,0,0,0,0,0,0,1,43082
1195,2017,20070,2.1,0,0,0,1,1,0,0,0,19000
1196,2014,24600,1.6,0,0,0,1,0,0,0,1,12900
1197,2017,15935,2.1,0,0,0,1,1,0,0,0,21998
1198,2019,6926,2.0,0,0,0,1,1,0,0,0,26998
1199,2014,49152,2.1,0,0,0,1,1,0,0,0,14498
1200,2015,24209,2.1,0,0,0,1,1,0,0,0,17998
1201,2017,38195,2.1,0,0,0,1,1,0,0,0,18298
1202,2016,34850,2.0,0,0,0,1,0,1,0,0,19998
1203,2018,27342,2.1,0,0,0,1,1,0,0,0,16498
1204,2017,24711,4.0,1,0,0,0,0,0,0,1,37946
1205,2016,54546,2.0,0,0,0,1,0,0,0,1,13412
1206,2017,23366,2.1,0,0,0,1,1,0,0,0,22597
1207,2015,38444,2.0,1,0,0,0,0,0,0,1,16270
1208,2017,48142,2.1,0,0,0,1,1,0,0,0,22162
1209,2017,16607,2.0,0,0,0,1,0,0,0,1,17681
1210,2017,32376,4.0,0,0,0,1,0,0,0,1,33322
1211,2019,4128,2.0,0,0,0,1,1,0,0,0,26356
1212,2014,57499,2.1,0,0,0,1,1,0,0,0,14990
1213,2015,51866,2.1,0,0,0,1,1,0,0,0,14490
1214,2016,40880,1.6,0,1,0,0,1,0,0,0,13680
1215,2019,14833,2.0,0,0,0,1,1,0,0,0,23490
1216,2017,30447,2.1,0,0,0,1,1,0,0,0,20990
1217,2018,11773,2.0,0,0,0,1,0,0,0,1,20490
1218,2017,41935,2.1,0,0,0,1,1,0,0,0,18990
1219,2019,6247,2.0,0,0,0,1,1,0,0,0,24490
1220,2016,14704,2.0,0,0,0,1,0,0,0,1,20990
1221,2019,1499,2.0,1,0,0,0,0,0,0,1,31890
1222,2019,1499,1.6,1,0,0,0,1,0,0,0,29890
1223,2019,2440,2.0,0,0,0,1,1,0,0,0,33490
1224,2016,17635,2.1,0,0,0,1,1,0,0,0,24950
1225,2017,18199,2.1,1,0,0,0,1,0,0,0,23450
1226,2016,29409,2.0,0,0,0,1,0,1,0,0,19440
1227,2017,16425,1.6,0,0,0,1,1,0,0,0,19945
1228,2019,2088,2.0,0,0,0,1,0,0,0,1,34255
1229,2019,2591,1.5,1,0,0,0,0,0,0,1,26750
1230,2019,7275,2.0,1,0,0,0,1,0,0,0,29450
1231,2016,61633,2.0,0,1,0,0,0,0,0,1,11525
1232,2019,12605,2.0,1,0,0,0,1,0,0,0,23254
1233,2017,26367,2.0,1,0,0,0,0,0,0,1,20495
1234,2015,33384,2.1,1,0,0,0,1,0,0,0,17435
1235,2016,27830,2.1,0,0,0,1,1,0,0,0,23060
1236,2016,30490,2.0,0,0,0,1,0,1,0,0,18498
1237,2016,66732,2.1,0,0,0,1,0,1,0,0,14998
1238,2016,72676,2.0,1,0,0,0,0,1,0,0,15495
1239,2013,33925,1.6,0,0,0,1,0,0,0,1,11900
1240,2019,3999,3.0,0,0,0,1,0,0,0,1,44000
1241,2019,2105,2.0,0,0,0,1,1,0,0,0,30500
1242,2016,21875,1.6,0,0,0,1,1,0,0,0,17450
1243,2016,91751,2.1,0,1,0,0,1,0,0,0,10749
1244,2015,42407,2.1,0,1,0,0,1,0,0,0,13999
1245,2019,1998,1.6,0,0,0,1,1,0,0,0,28480
1246,2019,1998,1.5,0,0,0,1,0,0,0,1,28480
1247,2019,1998,1.5,0,0,0,1,0,0,0,1,29480
1248,2019,15006,2.0,0,0,0,1,1,0,0,0,26480
1249,2019,12436,1.5,0,0,0,1,0,0,0,1,25980
1250,2019,11423,2.0,0,0,0,1,1,0,0,0,26980
1251,2019,12810,1.5,0,0,0,1,0,0,0,1,25980
1252,2018,26119,2.1,0,0,0,1,1,0,0,0,19980
1253,2019,4833,1.6,0,0,0,1,1,0,0,0,27980
1254,2018,8223,2.1,0,0,0,1,1,0,0,0,24600
1255,2019,14402,2.0,0,0,0,1,1,0,0,0,23480
1256,2016,14314,1.6,0,0,0,1,1,0,0,0,16690
1257,2019,5762,1.5,1,0,0,0,0,0,0,1,23799
1258,2018,5628,2.1,0,0,0,1,1,0,0,0,21299
1259,2017,21000,2.1,0,0,0,1,1,0,0,0,19795
1260,2017,36814,2.0,0,0,0,1,0,0,0,1,19995
1261,2016,50446,1.6,0,0,0,1,1,0,0,0,15429
1262,2019,4999,2.0,1,0,0,0,1,0,0,0,29495
1263,2016,13457,2.1,0,0,0,1,1,0,0,0,21995
1264,2019,6447,2.0,0,0,0,1,1,0,0,0,26995
1265,2014,33593,2.1,0,0,0,1,1,0,0,0,16999
1266,2015,37890,2.1,0,0,0,1,1,0,0,0,18799
1267,2014,68422,2.1,0,0,0,1,1,0,0,0,13490
1268,2013,41842,2.1,0,0,0,1,1,0,0,0,9990
1269,2017,46430,2.1,0,0,0,1,1,0,0,0,18490
1270,2013,41841,2.1,0,0,0,1,1,0,0,0,9990
1271,2014,68422,2.1,0,0,0,1,1,0,0,0,13490
1272,2019,4504,3.0,0,0,0,1,0,0,0,1,40000
1273,2019,1998,1.5,0,0,0,1,0,0,0,1,29980
1274,2019,10795,1.5,0,0,0,1,0,0,0,1,24680
1275,2019,13253,2.0,0,0,0,1,1,0,0,0,20980
1276,2019,7721,2.0,0,0,0,1,0,0,0,1,27000
1277,2019,7442,1.5,0,0,0,1,0,0,0,1,22980
1278,2018,13983,3.0,0,0,0,1,0,0,0,1,33980
1279,2017,41814,1.6,0,1,0,0,1,0,0,0,14690
1280,2019,6052,2.0,1,0,0,0,1,0,0,0,29496
1281,2019,10441,1.5,0,0,0,1,0,0,0,1,23995
1282,2019,2177,1.5,1,0,0,0,0,0,0,1,25799
1283,2019,860,1.5,1,0,0,0,0,0,0,1,30899
1284,2019,2646,1.5,1,0,0,0,0,0,0,1,28499
1285,2019,1676,2.0,1,0,0,0,1,0,0,0,29499
1286,2019,1812,1.5,1,0,0,0,0,0,0,1,30799
1287,2019,1097,2.0,1,0,0,0,1,0,0,0,31999
1288,2019,1566,1.6,1,0,0,0,1,0,0,0,26599
1289,2019,5110,2.0,0,0,0,1,0,0,0,1,31999
1290,2019,1142,2.0,1,0,0,0,0,0,0,1,28299
1291,2019,584,2.0,1,0,0,0,1,0,0,0,28000
1292,2019,1196,1.5,1,0,0,0,0,0,0,1,27000
1293,2020,19,2.0,0,0,0,1,1,0,0,0,31480
1294,2020,1989,2.0,0,0,0,1,1,0,0,0,30480
1295,2019,2317,3.0,0,0,0,1,0,0,0,1,41500
1296,2019,1752,3.0,0,0,0,1,0,0,0,1,44480
1297,2016,39025,2.0,0,0,0,1,0,0,0,1,17980
1298,2017,38546,2.1,0,0,0,1,1,0,0,0,17480
1299,2018,3891,1.5,0,0,0,1,0,0,0,1,19980
1300,2017,16419,2.1,0,0,0,1,1,0,0,0,19480
1301,2017,16852,2.1,0,0,0,1,1,0,0,0,19680
1302,2017,43855,2.1,0,0,0,1,1,0,0,0,19280
1303,2017,19560,2.1,0,0,0,1,1,0,0,0,22480
1304,2019,16302,1.5,0,0,0,1,0,0,0,1,22980
1305,2019,10934,1.5,0,0,0,1,0,0,0,1,23480
1306,2019,14379,1.5,0,0,0,1,0,0,0,1,19980
1307,2020,3999,3.0,0,0,0,1,0,0,0,1,42980
1308,2019,14285,1.5,0,0,0,1,0,0,0,1,19980
1309,2019,5276,2.0,0,0,0,1,1,0,0,0,29999
1310,2019,7578,1.5,0,0,0,1,0,0,0,1,26479
1311,2019,13936,1.5,0,0,0,1,0,0,0,1,19980
1312,2018,15096,2.0,0,0,0,1,1,0,0,0,19480
1313,2019,4737,1.5,0,0,0,1,0,0,0,1,24980
1314,2019,6894,1.5,0,0,0,1,0,0,0,1,24980
1315,2016,15554,3.0,0,0,0,1,0,0,0,1,34380
1316,2018,4944,2.1,1,0,0,0,1,0,0,0,25280
1317,2019,9062,2.0,0,0,0,1,1,0,0,0,30000
1318,2019,7811,1.5,1,0,0,0,0,0,0,1,24980
1319,2016,25845,2.1,1,0,0,0,1,0,0,0,18480
1320,2016,44335,2.1,0,0,0,1,1,0,0,0,17280
1321,2019,14203,1.5,0,0,0,1,0,0,0,1,19980
1322,2019,9477,2.0,0,0,0,1,1,0,0,0,28980
1323,2019,19358,2.0,0,0,0,1,1,0,0,0,22280
1324,2019,13708,2.0,0,0,0,1,1,0,0,0,26480
1325,2019,14636,2.0,0,0,0,1,1,0,0,0,26480
1326,2019,14284,2.0,0,0,0,1,1,0,0,0,25980
1327,2019,9477,2.0,0,0,0,1,1,0,0,0,26980
1328,2019,16900,1.5,0,0,0,1,0,0,0,1,25780
1329,2019,14568,1.5,0,0,0,1,0,0,0,1,19980
1330,2019,1980,1.5,0,0,0,1,0,0,0,1,33780
1331,2019,2986,2.0,0,0,0,1,1,0,0,0,29980
1332,2019,2090,1.5,0,0,0,1,0,0,0,1,31480
1333,2019,3162,1.5,0,0,0,1,0,0,0,1,31980
1334,2019,4010,2.0,0,0,0,1,1,0,0,0,30500
1335,2019,4688,2.0,0,0,0,1,1,0,0,0,30480
1336,2019,2330,2.0,0,0,0,1,1,0,0,0,33480
1337,2019,2190,2.0,0,0,0,1,1,0,0,0,29980
1338,2019,2143,1.6,0,0,0,1,1,0,0,0,29980
1339,2019,2332,1.6,0,1,0,0,0,0,0,1,21480
1340,2016,17259,2.1,0,0,0,1,1,0,0,0,16980
1341,2016,11972,1.6,0,1,0,0,1,0,0,0,16020
1342,2016,57881,2.1,0,0,0,1,1,0,0,0,16991
1343,2018,10467,4.0,0,0,0,1,0,0,0,1,42525
1344,2017,32228,2.1,0,0,0,1,1,0,0,0,21220
1345,2017,8514,2.1,1,0,0,0,1,0,0,0,26455
1346,2015,58873,2.1,1,0,0,0,1,0,0,0,19825
1347,2017,16900,2.1,1,0,0,0,1,0,0,0,21544
1348,2019,2001,2.0,1,0,0,0,1,0,0,0,35500
1349,2019,2001,2.0,1,0,0,0,1,0,0,0,35250
1350,2019,1854,1.5,0,0,0,1,0,0,0,1,31980
1351,2019,1995,2.0,0,0,0,1,1,0,0,0,30980
1352,2019,2998,1.5,0,0,0,1,0,0,0,1,29480
1353,2019,3466,3.0,0,0,0,1,0,0,0,1,39500
1354,2019,16548,1.5,0,0,0,1,0,0,0,1,26680
1355,2016,38436,2.0,0,0,0,1,0,1,0,0,18780
1356,2019,6388,2.0,1,0,0,0,1,0,0,0,33283
1357,2019,4501,2.0,1,0,0,0,1,0,0,0,29650
1358,2019,3398,4.0,0,0,0,1,0,0,0,1,65000
1359,2019,6435,2.0,1,0,0,0,0,0,0,1,29885
1360,2019,5877,2.0,1,0,0,0,0,0,0,1,29945
1361,2017,22919,2.0,1,0,0,0,0,0,0,1,23965
1362,2018,13037,2.0,1,0,0,0,1,0,0,0,27725
1363,2019,10042,2.0,0,0,0,1,1,0,0,0,28315
1364,2016,23274,2.0,1,0,0,0,0,0,0,1,25290
1365,2019,4001,2.0,1,0,0,0,1,0,0,0,28450
1366,2017,32910,2.1,0,1,0,0,1,0,0,0,14680
1367,2017,22894,2.0,0,0,0,1,0,0,0,1,22980
1368,2017,22422,2.1,0,0,0,1,1,0,0,0,19980
1369,2017,23589,2.1,0,0,0,1,1,0,0,0,18980
1370,2017,29198,2.1,0,0,0,1,1,0,0,0,19980
1371,2017,19402,2.0,1,0,0,0,0,0,0,1,24480
1372,2017,46295,2.1,1,0,0,0,1,0,0,0,19980
1373,2016,26057,3.0,0,0,0,1,0,0,0,1,29780
1374,2019,34,1.5,0,0,0,1,0,0,0,1,29480
1375,2017,18941,2.1,1,0,0,0,1,0,0,0,24980
1376,2017,13973,2.1,1,0,0,0,1,0,0,0,23980
1377,2019,6643,2.0,0,0,0,1,0,0,0,1,29500
1378,2019,5090,2.0,0,0,0,1,1,0,0,0,27480
1379,2017,6955,2.1,0,0,0,1,1,0,0,0,23415
1380,2019,6922,2.0,0,0,0,1,0,0,0,1,29500
1381,2019,13864,2.0,0,0,0,1,1,0,0,0,23980
1382,2019,3131,1.5,0,0,0,1,0,0,0,1,25080
1383,2019,15275,2.0,0,0,0,1,0,0,0,1,26980
1384,2016,45588,2.1,0,0,0,1,1,0,0,0,16680
1385,2018,11827,2.1,0,0,0,1,1,0,0,0,22980
1386,2019,2857,3.0,0,0,0,1,0,0,0,1,39000
1387,2019,3049,2.0,0,0,0,1,1,0,0,0,29980
1388,2019,1568,1.6,0,0,0,1,1,0,0,0,29980
1389,2017,29909,2.1,0,0,0,1,1,0,0,0,22980
1390,2016,40197,2.0,0,0,0,1,0,1,0,0,18780
1391,2019,1250,2.0,0,0,0,1,1,0,0,0,30980
1392,2018,3748,1.5,0,0,0,1,0,0,0,1,28480
